date,title,word 
	习总书记强调，“人民对美好生活的向往，就是我们的奋斗目标。”在新的历史时期，始终坚持以民生为本，忠诚实践全心全意为人民服务的根本宗旨，是对执政能力的一个考验。民生工作无小事，责任重大，意义深远，改善民生是实现民富和民乐的基本保障，是实现天下顺治、天下和静的根本途径。
	 
	 "
2018-04-04 09:13:46,2019国家公务员考试申论范文：多措并举推动信息经济发展,"	世界经济发展经历了多次的惨痛教训，至今阵痛犹存。工业化时代，盲目的发展使得环境污染严重，牺牲资源换发展，牺牲环境换经济成为了至今让人忏悔的决定。而信息经济可以有效促进产业转型，提升产能质量，发展新型道路，解决过往经济中存在的大量的问题。信息经济必然要建立在国家支持的基础，需要政府的多措并举，才能够推动信息经济的发展。
	信息经济是一种新型的经济模式，具有无可比拟的优势和特点。信息经济能够缓解人力不足，技术缺失;信息经济能够提高产业产能，经济增速;信息经济能够降低企业成本，资源浪费。对于一个已经进入到改革深水区的国家，信息经济是一种能够突破困境、打开局面的良好方式和必然选择。而这新型的经济模式，需要观念的包容和转变，政策的支持和引导，创新的充实和提升，在这其中，政府起着不可或缺的作用。
	扭转传统观念，推动信息化经济发展。中国经济经过近几十年的变革，很多人在经济稍显富裕之后，逐渐变得懈怠懒散，就产生了差不多就可以的错误观念。但是，科技的发展追求的是精密准确，很明显，过去的某些传统观念已经无法适应当今社会发展。急需转变的是政府的职能观念、民众的做事态度、企业的责任意识，政府有良好服务的观念、民众有一丝不苟的态度、企业有敢于担当的意识。但是，民智的开启，意识的萌发、态度的转变都需要政府的这只手。
	加强政策引导，推动信息化经济发展。“大众创业，万众创新”，引领了创新创业的潮流，为信息经济补充新鲜血液，提升了信息经济的造血功能;“迈向互联网强国战略”，弥补了政策支持不足的短板，为信息经济发展提供了更为有力的支持;“引进来和走出去”，帮助相关企业院所引进需要的先进技术，也使得中国技术走出国门与世界进行交流，不单单打开了中国信息人的双眼，更为中国信息经济发展找到了自信。政策引导的作用不可谓不大，但是及时进行政策修改和完善也是时下所需，政府一方面让政策落地，做好信息经济的爸妈，一方面监视政策效果，做好信息经济的老师，最后放飞信息经济，拥抱经济的春天。
	引领创业潮流，推动信息化经济发展。创业已经成为了时下的流行词，创业能够带动一大批小鲜肉进入到新生的信息经济之中，他们带来的不仅仅是新的从业人员，还有新的发展思路、发展方向。正像美图秀秀的创始人所说，我不怕新人没有经验，怕的是脱离市场的需求。新人的涌入带来了他们自己的想法，他们进行信息经济创业最好的出路就是寻找自身的需求，这样的需求就是互联网经济最好的指向标。指向能够帮助信息经济找到新的生存之道。创业人员的创业思想和创业冲动的一部分可能是来源于心中的理想，但是也少不了周围的引导和刺激，那么，政府鼓励、支持和教育就是青年创业、互联网创业最好的催化剂。
	“湖上一回首，千山卷白云”，中国的信息经济已经走过一段路程，回首过去看的到的是惊心动魄和满怀的自豪。远去足音凝重，今后路途仍需要服务型政府、有限型政府更多的良好政策和有力引导。"
2018-04-04 09:14:57,2019国家公务员考试申论范文：发扬好作风 立时代潮头,"	党的十八大以来，政治生态有了明显的改善，涌现出了一大批忠诚、干净、担当的好干部。廖俊波就是当代党员的一座丰碑、一面镜子，学习廖俊波，弘扬优秀共产党员精神，学习他对党忠诚、信念坚定的政治品格，学习他心系群众，造福一方的为民情怀。这样的好作风传承好、发扬好，争做走在前列、干在实处、勇立潮头的时代楷模。
	发扬好作风，要有对党忠诚、信念坚定的政治品格。党和人民的事业是党员干部的最高要求，如果一个人的理想信念偏了，就如穿衣服扣错了第一颗扣子，没有了对党忠诚这个信念，好作风无从谈起。不忘初心，牢记共产党员的职责使命，以干事创业、造福百姓为己任，锤炼党性修养，对待名利不强求，在工作上高标准，生活中低要求，树立正确的价值取向。培养对党忠诚、信念坚定的政治品格是发扬好作风的基础。
	发扬好作风，要有心系群众、造福一方的为民情怀。实干是干事创业的唯一途径。只有实干，才能真真切切为百姓谋利益、谋幸福。廖俊波一句能在现场就不在会场，淋漓尽致地展现了一位实干家的风采。习近平总书记时任浙江省委书记时，走遍全省每一个区县，寻找第一手资料，成就了指引浙江发展的“八八战略”。如果没有实干，就如纸上谈兵、实干就是要深入一线、深入基层，虚心向群众学习，切实了解群众需要什么，掌握帮助群众的方式方法，敢于闯出新路，苦干结出硕果。心系群众、造福一方，勤政务实是发扬好作风的关键。
	发扬好的作风，要有坚守底线、清正廉洁的高尚情操。习近平总书记曾指出：“当官就不要想着发财，发财就不要当官。”为当官划出了红线、底线。于谦“粉身碎骨浑不怕，要留清白在人间。”呈现了一位两袖清风的清官形象。坚守底线才能有工作上的高标准，防止公款吃喝、车轮腐败等问题的发生，清正廉洁的作风使人心无旁骛的干事创业。要严守“八项规定”，牢记党规党纪国法，时刻警醒自己做到心中有戒，坚守底线、清正廉洁的高尚情操是发扬作风的根本保证。
	中国共产党走过了97年的风风雨雨，取得举世瞩目的丰功伟绩，全面建成小康社会的百年目标已进入倒计时，浙江在全面建成小康社会的进程中提出了高水平的目标，“红船精神”指引着前进的方向，秉承浙江精神，牢记新时代党员干部忠诚、干净、担当的标准，自觉加强党风廉政建设，高标准树立奋斗目标，走在前列、干在实处、勇立潮头。"
2018-04-04 09:16:35,2019国家公务员考试申论范文：基层唤人才 人才去基层,"	作文一直是各位考生的心头之痛，没思路、难开展是各位考生面临作文的最大困难。下面就给各位同学分析一篇文章的简要写法，供大家参考。
	【参考范文】
	基层唤人才 人才去基层
	当很多大学生，婉拒知名企业抛出的橄榄枝，回到农村踏踏实实当一名大学生村官;当科研工作者，谢绝国外高薪的工作优渥的条件，回到基层用自己的力量反哺民众;当曾经的“北漂”“海漂”一族，带着知识、经验等核心竞争力，融入“返乡潮”择一小城而居……人才往基层走，开始成为当今时代的一种趋势。这是理性选择的结果，也是社会发展的必然，于基层于自身都颇为有益。
	正所谓“冰冻三尺非一日之寒”，人才往基层走，成为一种潮流，也有着各种深刻的社会根源。一方面，出于现实考量。北上广深一线城市，有着更为激烈和残酷的竞争，赋予年轻人更为沉重的压力和负担，很多北漂、蚁族，蜗居生活的背后是艰辛与无奈。另一方面，出于乡愁情怀。每个人其实归根结底是“农民的孩子”，对于基层对于乡村，都有一份眷恋，对于故乡对于故土，都持一种情怀。基层，则恰好满足了这样一份
	需求。
	人才去基层，让人才大有可为。“给我一个支点,我可以撬起地球。”这是古希腊物理学家阿基米德家喻户晓的一句名言，也是当代青年充满激情与自信的成功宣言。很多人心怀家国天下，拥有智慧禀赋，需要的就是一方舞台、一个机会，而基层就是这一舞台和机会。人才在基层，能够更好地享受国家给予的优惠政策，借着政策的东风，顺势而为;能够更好地发挥自己的聪明才智，让自己的创意和想法，兑现成实实在在的成果;能够更好地接受基层的磨砺，去除身上的浮躁、矫揉与清高，脚踏实地朴实绽放。人才在基层，舞出出彩人生。
	人才去基层，让基层大放异彩。“为什么我的眼里常含泪水，因为我对这片土地爱得深沉。”诗人艾青的这句诗，浸润了满腔的爱。人才将自己的才情与热爱，在基层的图纸上尽情挥洒，最终让基层发生巨变。80后创业者彭诚，用自己的创业实干，带动了基层创业，提供了就业岗位;三十而立的罗壮志，为家乡人民带回了畜牧养殖的古老手艺;舞蹈老师郭贝贝，让一个个残障孩子借由舞蹈实现人生的完满……人才之于基层，如星星之火，却让基层的发展呈现出燎原之势。
	“治国经邦，人才为急”短小精悍，却寓意深远，道出的就是人才之重要。对于基层而言，人才是建设的中坚力量，也是发展的中流砥柱。对于人才而言，基层是历练的平台与机会，更是成长的渠道和途径。让人才因为基层而精彩绽放，也让基层在人才的助力中迎来辉煌。"
2018-04-08 09:13:27,2019国家公务员考试申论范文：统一利己与利他，打造命运共同体,"	“阐旧邦以辅新命，极高明而道中庸”中庸之道在取其中而去其两端，不左不右，不上不下，在社会环境日趋复杂的今天，对于利己利他这一话题的讨论，具有极为高明的意义。纵观当前社会，从公交抢座，炒房赚钱这类利己行为备受道德谴责;到无私奉献，不求回报这类利他行为的不食人间烟火。仔细分析不难发现，单纯的利己与利他都难以成为社会价值观的主流。因此，我们要辩证分析，统筹协调，完成利己于利他思想的统一，以实现人类命运的共同体的打造。
	现实生活中，无论是彻头彻尾的自私自利，还是不计个人得失的无私奉献，都在一定程度上有失偏颇，难以立足，唯有辩证统一，维护双方利益，方可更好的解决问题。以温州“平常之善”事件为例，面对公交车上行窃的小偷，女孩既没有选择袖手旁观，让犯罪分子逍遥法外，也没又不顾自身安危，将安全抛于脑后，而是在小偷走后迅速提醒失主，紧忙报警，最终将犯罪分子绳之以法。从中不难发现，尽管与见义勇为相比，平常之善略显下乘，但同让值得肯定，值得珍惜。因此，利己于利他的统一，有助于群众跟完美地化解问题纠纷。
	当今社会发展迅速，市场竞争日趋激烈，在这种环境背景下，企业唯有改变观念，注重消费者利益，方可弯道超车，以新思路赢得市场。从阿里巴巴的菜鸟物流，既可以给别人代存代领快递，也可以给自己积累口碑和微利，到胡玮炜创建的摩拜单车，既解决了群众出行时最后一公里的窘境，又为自己公司的经营开辟了新兴市场，鲜明的案例告诉着我们，仅仅过去的一味索取显然不符合发展规律，只有更好的为群众着想，兼顾公司与群众的利益，方能另辟蹊径，获得成功。
	“世异则事异，事异则备变”，面对日趋复杂的国际金融形势，中国不仅要扩大对外开放领域，更要注重利己于利他的统一，方可立于不败之地。从年初习近平总书记提出的一带一路政策，强调盟国之间有福同享有难同当，到近期金砖论坛的开展，寻求国际间的互利共赢共同强大，强有力的政策加深了国际各大经济体的合作，提升了我国国际影响力，证明了利己与利他的统一在中国国全球经济布局中的重要作用。
	习主席强调，“仰高者不可忽其下，瞻前者不可忽其后”，正如当前社会大刀阔斧深化改革的同时也不能忽略发展理念问题，只有统一利己与利他的辩证关系，方可涵养国人素养，为企业发展注入动力，为国家经济布局提供保障，以完成人类命运共同体的构建实施。"
2018-04-09 09:09:02,2019国家公务员考试申论范文：从个税改革感受群众获得感,"	李克强在2018年全国两会上指出中国将提高个人所得税起征点，这不仅符合民众关切，也对个税中各种争议的一锤定音。增加子女教育、大病医疗等专项费用扣除的提出，也让建立综合与分类相结合的税制模式，提高个税起征点成为了务实之举，这不仅是政府的民生情怀，也是不断提升人群众的获得感、幸福感、安全感的一项重要内容。
	众所周知，我国现行的个税起征点为3500元，是从2011年6月开始执行至今已经到了七年之痒。近7年来，我国每年人均收入增长均超过GDP 增速，老百姓衣食住行等基本生活消费上涨幅度不低，个税起征点自然有“水涨船高”的迫切需求。但一直以来，之所以没有提高起征点，一个很重要的原因是简单提高起征点并不公平，可能导致收入越高的人减税越多，从而加剧贫富差距，这有违税负公平原则。
	正因如此，本轮个税改革的主要方向要建立综合与分类相结合的税制模式，即通过 “建立基本扣除+专项扣除”机制，适当增加专项扣除，进一步降低中低收入者的税收负担。通俗地说，就是把教育或还房贷、赡养老人、抚养二孩等方面的家庭支出纳入个税抵扣点，这样才可以让税制更加公正公平。
	但是从现实来看，建立分类征收，以家庭为单位的征收难度很大所以，个税改革要有次优思维，实现真正“精准个税”具有复杂性、长期性、综合性，在“最优”效果一时无法实现的情况下，我们不妨正视公众反映强烈的个税征收不合理问题，及时动态调整个税起征点，以“次优”选择在一定程度上实现收入分配改革、提升中低收入者的获得感。
	一方面要提高个税起征点。这种改革比较简单易行，相比中低收入者，月收入达到15000元以上的高收入者减税效应更加明显，这不利于税收公平，也有违个税改革“增低、扩中、调高”的总原则，即中低收入者少缴或免缴税、高收入者多缴税。另一方面是建立分类征收和税前扣除机制。现在的税收制度不论人们经济负担大还是小，起征点都是一样的。假如能把首套住房按揭贷款利息、子女教育、赡养老人等家庭支出纳入税前扣除部分，能为养老育儿压力较大的工薪族减轻不少负担。此类适当的下调税率。我国现有的个人所得税采用7级超额累进税率，为 3%-45%，对于老百姓来说，税率仍然偏高，其最高边际税率 45% 已远高于国际平均水平，为此调整税率也是重要的一环。
	任何改革不可能一蹴而就。在实践推进的过程中，我们或许还会遇到各类问题，为此我们要拿出逢山开路、遇水架桥的精神，在改革进入深水区时，稳步推进。习近平总书记指出，全面深化改革要做到“蹄疾而步稳”，就是要坚持敢试敢闯和稳扎稳打的统一。当前，我国个税改革已经开始进入专项费用扣除阶段，这就意味着实行了差异化、精准化的个税改革。只要我们不断前进，“蹄疾而步稳”，那么个税政策会让更多的人民群众在这样的公平正义中，持续增加获得感。
	范文材料来源：
	个税改革应遵循三个方向 来源：中山日报
	原标题：从个税改革感受群众获得感 来源：中国青年网 作者：肖华"
2018-04-09 09:13:52,2019国家公务员考试申论范文：发展公平优质教育,"	“努力让每个孩子都能享有公平而有质量的教育”，十九大报告中的这句话引起全社会的强烈共鸣。“公平”“质量”两个词，彰显出党和政府缩小教育鸿沟的决心，概括出新时代我国教育的新使命，明确了教育改革征程的新方向。教育是社会进步、民族振兴的基石。教育公平是社会公平的起点，让孩子受教育并且得到良好教育，是每个家庭的共同愿望。
	更好的教育来自对公平的持续坚守。教育公平、均衡的实现，是社会不变的期盼。学前教育入园难，公立幼儿园要提前大半年报名，私立幼儿园要提前一年半报名，在北京，要有户口才能上公立幼儿园，而且需要提前排队报名。中小学择校热，重点学校、重点班都要考，都要看排名、竞赛证书，不得不让大多数家长以牺牲孩子童年、快乐为代价去抢少数的优质教育资源，这都折射出教育均衡发展仍然任重道远。城乡教学质量差距大，缩小城乡之间的教育差距也是广大农村群众的深切期盼。要啃下这些“硬骨头”，努力减少教育不公平现象，政府要进一步增加投入，让幼儿园的数量与需求平衡，真正落实教育均衡，缩小学校之间的差距，改善农村学校办学条件，吸引优秀教师到农村去，让农村孩子享受到更优质教育。
	更好的教育来自对质量的不懈追求。“素质教育喊了很多年，但学生课业负担却越来越重。”不少家长学生都在抱怨。衡量“好教育”的标准到底是什么?目前政府和社会仍然以升学率、分数作为主要指标，这导致我们的教育价值取向仍然是功利的。在我们这样的人口大国，“小班化”一时难以全面铺，高质量的个性化教育难以开展。这需要教育部门切实引导改变，加快教育现代化，加快一流大学和一流学科建设，实现高等教育内涵式发展。借科技之力，加速个性化教育的趋势，让教育变得更温暖。
	更好的教育是让孩子享受更适合自己的教育。并不是所有的孩子都是研究型人才，都需要读硕读博。如果孩子展现出更强的技能操作特长，职业教育反而会助其在成功的路上走得更远。从片面追求升学率向人的全面发展和素质教育转变，在更宽阔的空间里自由呼吸，自主成长，方为“有质量”教育的应有之义。
	“公平而有质量”，不仅是教育资源的大规模投入和配置，更有教育理念、机制的更新和适配，这才是让人倍感温暖之处。相信未来“公平而有质量”的教育，能够为更多的孩子创造人生出彩的机会，向着未来扬帆远航。"
2018-04-09 09:15:38,2019国家公务员考试申论范文：丰富人民精神食粮,"	相信不少人都有过这样的体验，在一次又一次地刷新朋友圈、点赞，或者彻夜不眠地打游戏之后，会感到空虚、茫然、不知所措……其实，那可以视作一种“饥饿感”，是对精神食粮的呼唤。2018年政府工作报告指出，满足人民过上美好生活的新期待，必须提供丰富的精神食粮。
	虽然近年来我国文化产业快速发展，文化产品明显增多，文化服务质量显著提升，整体实力不断增强，但文化产品有效供给不足、质量效益不高等问题依然存在。
	丰产须有良田。正如十九大报告所指出的，要深化文化体制改革，完善文化管理体制，加快构建把社会效益放在首位、社会效益和经济效益相统一的体制机制。完善公共文化服务体系，深入实施文化惠民工程，丰富群众性文化活动。加强文物保护利用和文化遗产保护传承。健全现代文化产业体系和市场体系，创新生产经营机制，完善文化经济政策，培育新型文化业态。
	有了好的大环境之后，还要推进文化领域的供给侧结构性改革，提高优秀文化产品供给能力。文化精品的创作要以人为核心，植根于人民，从而让文化产品变得更接地气、更有人情味。同时，随着大数据、虚拟现实等新技术的涌现，还要不断提升文化创新能力，释放文化创造活力，满足人民群众的新需求。
	当然，在提高优秀文化产品供给能力的同时，也要注重精神食粮的均衡问题。国家统计局数据显示，今年前三季度，我国东部地区规模以上文化及相关产业企业实现营业收入50754亿元，占全国的75.1%;中部、西部和东北地区分别为10794亿元、5325亿元和746亿元，占全国比重分别为16.0%、7.9%和1.1%。单纯从这组数据来看，目前我国文化产业仍存在着区域发展不平衡问题。如果有的地方文化活动和产品丰富，有的地方贫乏，这就不是真正意义上的“丰富”。为此，要大力开展文化惠民活动，以及在贫困偏远等有需要的地方，进行文化上的“精准扶贫”，让精神食粮更广泛地惠及人民群众。
	没有文化的繁荣兴盛，就没有中华民族伟大复兴。没有先进文化的积极引领，没有人民精神世界的极大丰富，没有民族精神力量的不断增强，一个国家、一个民族不可能屹立于世界民族之林。人民有信仰，国家有力量，民族有希望。当精神食粮丰富了，生活也会变得更加美好。无论男女老幼，无论身处何地，人们心中念念不忘的，便不再只有通明的灯火，还有灿烂的星空。
	资料来源：
	光明网：提供丰富的精神食粮"
2018-04-09 09:17:12,2019国家公务员考试申论范文：给人才最好的时代舞台,"	“要以识才的慧眼、爱才的诚意、用才的胆识、容才的雅量、聚才的良方，广开进贤之路，把各方面知识分子凝聚起来，聚天下英才而用之。”习近平对于人才的阐释再度重申凝聚人才对于党和国家事业的重大意义。
	“尚贤者，政之本也”“致天下之治者在人才”……选贤任能、群贤毕至，是国家兴旺发达的重要基础;得人者兴、失人者崩，是一条宝贵的历史经验。尊重知识、尊重人才，将选人用人摆在更加重要的位置，不仅是一种良好的执政理念与政治智慧，更是推动事业发展、促进社会进步的必然选择。
	人才从来都是国家发展最重要的资源之一。新中国成立近70年来，无论是在一穷二白的建设年代，还是大国崛起的关键时期，我们党都十分注重发挥知识分子的作用。1955年，被誉为“一个人顶五个师”的火箭专家钱学森回到祖国，为当时中国开展导弹研制打开了希望之门。今天，全球新一轮科技革命和产业变革方兴未艾，走向复兴的中国已经站在了新的创新风口，我们比历史上任何时期都更加渴求人才，尤其是那些拥有世界眼光、游刃于时代前沿的创新型、领军型人才。
	如果说爱才、惜才体现为一种价值观，那么如何聚才、用才更考验治理能力。列宁有句名言：“要研究人，要寻找能干的干部。现在关键就在这里：没有这一点，一切命令和决议只不过是些肮脏的废纸而已。”粟裕一步步由士兵成长至将军，既没上过军校也未曾出国留学，但在战争实践中积累出非凡的军事才能;解放战争时期，毛泽东同志对粟裕大胆任用、充分信任，堪称使用人才的典范。这启示我们，不仅应尽可能敞开进贤之门，让有真才实学者脱颖而出，还要放手使用，给他们创造一展所长的舞台。
	激发人才优势、释放人才红利，没有最好，只有更好。现实中，少数人对人才工作的重要性认识不足，个别地方在选人用人方面还存在着不少“潜规则”;还有一种潜在的浪费，是只重视引进人才，却不注重人尽其才，甚至把费大气力引进的人才当成摆设。因此，我们还需要进一步重视探索人才规律、不断创新用人机制，构建一整套符合时代要求的人才制度体系。
	曾几何时，我们有过“搞导弹不如卖茶叶蛋”的喟叹。今天，这样的困惑已一去不复返。在发展由创新标注、创新由人才驱动的时代背景下，全社会对知识、创造和人才的渴求越来越强。新世纪以来尤其是党的十八大以来，我国顺应这一历史趋势，逐步完善具有全球竞争力的人才制度体系。无论是万众瞩目的“万人计划”，还是一浪高过一浪的“海归潮”，创造最佳条件去吸引人才，已经成为社会共识。
	“伟大的事业，决定了我们更加需要知识和知识分子，更加需要知识分子为国家富强、民族振兴、人民幸福多作贡献。”我国知识分子历来有浓厚的家国情怀，有强烈的社会责任感，重道义、勇担当，只要让识才、爱才、用才、容才、聚才的空气充盈整个社会空间，我们就一定能引导人才汇集成奔流的江海，真正聚天下英才而用之。
	原标题：给人才最好的时代舞台来源：人民网-人民日报 作者：李浩燃"
2018-04-10 09:14:37,2019国家公务员考试申论范文：举法治利剑 打响碧水蓝天保卫战,"	随着经济社会的快速发展，由之而生的环境问题也逐渐越演愈烈。雾霾天气日益频繁、地表水地下水变色变味、土壤重金属含量严重超标等等，如今已经不是单纯的生态环境问题，而是直接影响着人们的衣食住行安全健康。2015年伊始，被称为史上最严的《新环保法》正式实施。按日计罚、行政拘留等处罚利器的新环保法被装上了“钢牙利齿”。
	事实上，长期以来，环保部门在对环境违法现象进行执法的过程中，基本以行政执法为主，一方面时常发生阻碍执法、抗拒执法的情况，另一方面也存在对违法行为执法不严、以罚代刑的问题，这在一定程度上影响了对环境违法犯罪的打击。因此，法律规定的出台，是治好环境问题的第一步，更关键的是要形成法治思维，严格执法，让高悬的利剑释放威力。
	不容忽视的是，很多环境问题背后隐藏着错综复杂的利益关系，如果处理稍有不慎，就可能伤害群众感情，甚至演变为群体性事件，影响政府公信力。基层环境执法人员经常受困领导和人情干扰，无法按照法律规定严格执法。当潜规则代替了法治，就会降低法律的威慑力。依法治国就是要破除各种潜规则，杜绝法外开恩，逐步改变社会上遇事不找法的现象，以实际行动让老百姓相信法不容情、法不阿贵。
	“兵器”在手，要用好才能发挥出最大的功效。正如李克强所说，环保法的执行不是棉花棒，是杀手锏。因此我们要利用《新环保法》出台的契机，形成法治思维，加大环保执法的力度，打响碧水蓝天保卫战。
	习近平指出：“只有实行最严格的制度、最严密的法治，才能为生态文明建设提供可靠保障”。可见，要改变环保执法现状，一方面要健全完善行政执法体系，明确执法内容、执法手段和执法权限，完善执法配套措施。环保执法部门需坚持严格执法，不心软，不手软，确保执法必严，违法必究。要强化环保执法队伍建设，创建一支敢作敢为的高素质执法队伍，维护新环保法等法律法规的权威。另一方面，每一个社会公众要牢固树立环保守法意识，时刻绷紧环保这根弦，改变过去环保执法过松过软，环保不守法的常态，真正从思想上筑牢环保防线。
	在全国上下提倡建设美丽中国的当下，我们要更加清醒的认识到生态环境保护的重要意义，我们要用法治思维，举起“法治”的利剑打响碧水蓝天保卫战，与一切污染环境、破坏生态者说决战到底，严格环境执法，让其付出沉重的代价;对姑息纵容者严问责，使其受到应有的处罚。最终实现天更蓝，水更绿，山更青，土更净，城乡更美的美丽中国梦。"
2018-04-10 09:16:22,2019国家公务员考试申论范文：人工智能经济社会发展新动能,"	近年来，得益于中国在互联网、大数据、云计算等领域的卓著进步，人工智能在国内发展迅猛。从娱乐、出行到支付手段，人工智能悄然改变着我们的生活。2017年，出台的《新一代人工智能发展规划》也首次将人工智能上升为国家战略，显然，人工智能成为国际竞争的新焦点、经济发展的新引擎。
	新一代人工智能技术，对传统产业的渗透广度、深度是前所未有的，同时也面临着与产业发展的广泛结合问题。对传统产业而言，这也是一次推动产业提升的重大契机，通过新一代人工智能的深入应用，培育新增长点、形成新动能。我国的互联网产业基础位居世界前列，互联网作为“传动机”可以将人工智能应用到各个具体行业，为传统产业的效率提升奠定基础。例如跨媒体感知计算技术的发展，将为一系列存在安防需求的行业，如停车场、银行、学校、仓储物流等提供人脸识别等智能化应用。作为建设现代化经济体系“动力机”，人工智能将为各个行业尤其是实体经济的变革提供全新视角。
	在看到机遇的同时，也要注意到融合创新面临的新挑战。例如对于传统企业而言，独立开发和应用所需的投入很大并有失败的风险;平台型人工智能和互联网企业会利用技术优势进行垄断;人工智能在观念、政策、法律上的支持还需加强，等等。有鉴于此，未来人工智能与传统行业的融合发展，还应依托各类平台型企业作为应用建设的龙头，利用其技术、数据资源等优势，加快人工智能技术在传统行业的落地。
	对传统行业而言，有必要改变观念，更加主动地寻找人工智能技术的应用场景，而不是由科研机构单方面将技术向企业推广;通过积极应用人工智能技术，构造以技术为纽带的产业价值链。例如公路运输业就可以通过人工智能技术主动寻求货源智能匹配和路线规划，降低车辆空驶率。同时，在政府、科研机构和平台型企业共同主导的人工智能产业应用中，要主动利用市场手段来平衡好社会利益和企业效益之间的关系，防止平台型企业利用技术优势进行垄断。
	此外，新一代人工智能的发展，也需要社会观念的转型，在政策、伦理、法律上为人工智能的应用做好铺垫。目前在医疗诊断、无人驾驶、教育等各个领域，都面临着人工智能技术实践领先于法律和政策现状的问题。某些传统行业也有可能因人工智能的深度应用而发生颠覆式变革，例如出租车、零售行业等，这些问题都需要未雨绸缪，做好预案，从而更好促进新一代人工智能的健康发展。
	党的十九大报告提出，推动互联网、大数据、人工智能和实体经济深度融合。为此，每个行业都会因为技术创新发生改变，也都会因为人工智能技术不断演进而改变，如金融、房产、教育、医疗、物流、能源等等。故事才刚刚开始，从基础研究、技术发展，到未雨绸缪建立人工智能相关的伦理规范，人工智能的未来面临着无数挑战和变化。“预测未来最好的方式就是创造未来”，人工智能的前景无限美好，值得我们为之全力奔跑。
	原标题：人工智能，为实体经济注入新动能 来源：人民日报 作者：陈自富
	原标题：人工智能，新起点上再发力 来源：人民网 作者：余建斌"
2018-04-10 09:17:52,2019国家公务员考试申论范文：以区域协调发展优化空间布局,"	现代化经济体系作为一个有机整体，区域良性互动、城乡融合发展是应有之义。习近平总书记在主持中央政治局第三次集体学习时提出，“要积极推动城乡区域协调发展，优化现代化经济体系的空间布局”，体现了党中央立足中国国情、应对时代课题、心系发展大局、情牵民生福祉的战略安排。我们要深刻领会这一重要讲话精神，深入贯彻落实党的十九大报告对实施乡村振兴战略和区域协调发展战略的重大部署，为建设现代化经济体系提供重要支撑。
	国家强，经济体系必须强。当前，我国经济已由高速增长阶段转向高质量发展阶段，正处在转变发展方式、优化经济结构、转换增长动力的攻关期，建设现代化经济体系是跨越关口的迫切要求和我国发展的战略目标。其中的一个重要组成部分，就是要建设彰显优势、协调联动的城乡区域发展体系。只有逐步缩小城乡区域间发展差距，才能在全国范围内实现经济社会各构成要素的良性互动，促进人口、经济和资源、环境的空间均衡，进而推动我国经济在实现高质量发展上不断取得新进展。
	作为一个发展中大国，中国幅员辽阔，区域情况之复杂、地区自然禀赋差别之明显，在世界上是少有的。这些年来，西部大开发、东北振兴、中部崛起、东部率先发展等一系列区域协调发展的重大决策部署陆续实施，我国区域协调发展之路越走越宽广。特别是近5年来，以习近平同志为核心的党中央把促进区域协调发展摆在更加重要的位置，提出并重点实施“一带一路”建设、京津冀协同发展、长江经济带发展三大战略，区域协调发展的“新版图”更加清晰，人民群众的获得感不断增强。但还要清醒地看到，城乡区域发展差距依然较大，推动城乡区域协调发展依然任重道远。党的十九大报告提出实施乡村振兴战略和区域协调发展战略，就是从全局和长远的高度，给出破解这一发展难题的根本之策。
	站上新的历史起点，在党的十九大绘就的战略蓝图的指引下，推动城乡区域协调发展，条件具备，正逢其时，大有可为。要在薄弱领域中增强发展后劲，支持革命老区、民族地区、边疆地区、贫困地区改善生产生活条件;要分类助推“四大区域板块”发展，强化举措推进西部大开发形成新格局，深化改革加快东北等老工业基地振兴，发挥优势推动中部地区崛起，创新引领率先实现东部地区优化发展;要让“三大战略”持续发力，京津冀协同发展以疏解北京非首都功能为重点，推进长江经济带发展以生态优先、绿色发展为引领，围绕“一带一路”建设创新对外投资方式;要以城市群为主体构建大中小城市和小城镇协调发展的城镇格局，加快农业转移人口市民化。同时，还要下好乡村振兴这盘大棋，加快构建现代农业产业体系、生产体系、经营体系，培育新型农业经营主体，健全农业社会化服务体系，切实解决好“三农”问题，让农村和城市比翼双飞，协调发展。
	城乡区域协调发展涉及方方面面，是一个庞大复杂的社会系统工程，需要协调处理好公平与效率、合作与竞争、开放与保护、政府与市场等方面的关系。城乡区域协调发展，目的在发展，难点在协调。可以说，协调，既是一种眼光和胸怀，也是一份责任和义务，还需要有效的协调机制和制度来保障。能否学会运用辩证法，善于“弹钢琴”，掌握协调发展这个制胜要诀，检验着各级党委政府的执政意识、执政能力和执政水平，检验着各级领导干部的政治意识、大局意识、核心意识、看齐意识。不折不扣地贯彻落实党的十九大精神，理顺关系，明确责任，激发活力，形成合力，就一定能演奏出美妙协调、气势恢宏的发展乐章。
	来源：中华人民共和国政府网站，作者为经济日报评论员"
2018-04-10 09:19:20,2019国家公务员考试申论范文：振兴乡村发展 留住美丽乡愁,"	“难忘日间禾苗香，最忆夜半月如霜。念少时，想亲娘，此心安处是吾乡。”对很多人而言，回乡是一次温暖的旅程。美丽乡愁就是对故土的怀旧、是对亲情难以割舍的眷恋。然而随着城镇化的建设，越来越多的人开始被一种回到故乡的情绪所牵绊，愈加地思念故乡依恋故土，然而却发现故乡不断衰败，留住乡愁已成为在外游子的心中萦绕。
